Title,TomatometerScore,AudienceScore,Rating,Genre,Director,R. Date (Theaters),R. Date (Streaming),Runtime
Born To Fly,92.0,69.0,NR,biography,CatherineGund,,2016-08-10,82.0
Alex Of Venice,74.0,43.0,R,drama,ChrisMessina,2015-04-17,2015-10-13,86.0
Zero Motivation,88.0,77.0,NR,drama,TalyaLavie,,2017-03-20,100.0
Timbuktu,98.0,77.0,PG-13,drama,AbderrahmaneSissako,,2015-05-26,97.0
Uncertain Terms,71.0,55.0,NR,drama,NathanSilver,,2016-08-10,75.0
Hard To Be A God,95.0,66.0,NR,scifi,AlekseyGerman,,2016-08-10,177.0
Tiger Orange,100.0,45.0,NR,drama,WadeGasque,,2016-09-30,75.0
The Road Within,45.0,69.0,R,drama,GrenWells,2015-04-17,2015-06-14,101.0
The Pact II,23.0,13.0,NR,horror,"DallasRichardHallam,PatrickHorvath",,2016-12-05,96.0
Merchants Of Doubt,84.0,78.0,PG-13,documentary,RobertKenner,2015-03-06,2016-08-10,96.0
The Forger,9.0,32.0,R,drama,PhilipMartin,2015-04-24,2015-11-03,95.0
While We're Young,84.0,51.0,R,drama,NoahBaumbach,2015-04-10,2016-10-20,94.0
Kill Me Three Times,16.0,30.0,R,action,KrivStenders,2015-04-10,2016-05-28,90.0
Alien Outpost,20.0,32.0,NR,scifi,JabbarRaisani,,2017-03-29,90.0
Dark Summer,29.0,15.0,NR,horror,PaulSolet,2015-01-09,2016-12-05,82.0
Laugh Killer Laugh,33.0,29.0,NR,crime,Kamal,2015-04-24,2015-04-26,100.0
Last Knights,16.0,46.0,R,adventure,KazuakiKiriya,2015-04-03,2016-08-26,115.0
Survivor,8.0,32.0,PG-13,action,JamesMcTeigue,2015-05-29,2016-05-22,96.0
The Wrecking Crew,94.0,84.0,PG,music,DennyTedesco,2015-03-13,2016-10-04,102.0
Pound Of Flesh,15.0,20.0,R,action,ErnieBarbarash,2015-05-15,2015-05-19,104.0
Serena,16.0,23.0,R,drama,SusanneBier,2015-03-27,2016-12-05,109.0
Spike Island,43.0,42.0,NR,drama,MatWhitecross,2015-05-08,2016-11-18,96.0
Marfa Girl,27.0,32.0,NR,drama,LarryClark,,2016-08-10,105.0
Papadopoulos & Sons,71.0,52.0,NR,drama,MarcusMarkou,,2020-10-15,105.0
Kingsman: The Secret Service,74.0,84.0,R,adventure,MatthewVaughn,2015-02-13,2015-12-01,129.0
Project Almanac,36.0,45.0,PG-13,scifi,DeanIsraelite,2015-01-30,2016-05-24,106.0
Stop The Pounding Heart,76.0,39.0,NR,drama,RobertoMinervini,2014-09-19,2016-08-10,101.0
Chappie,33.0,56.0,R,scifi,NeillBlomkamp,2015-03-06,2016-11-30,120.0
9 Full Moons,83.0,71.0,NR,drama,TomerAlmagor,,2014-07-01,103.0
Welcome To Me,73.0,46.0,R,drama,ShiraPiven,2015-05-01,2016-05-22,86.0
Electric Slide,14.0,28.0,R,action,TristanPatterson,,2015-07-07,95.0
Run All Night,59.0,56.0,R,action,JaumeCollet-Serra,2015-03-13,2015-12-14,114.0
Unfinished Business,10.0,26.0,R,comedy,KenScott,2015-03-06,2016-09-19,90.0
Cas & Dylan,31.0,62.0,NR,drama,JasonPriestley,2015-05-01,2015-05-04,90.0
Rich Hill,84.0,81.0,NR,documentary,"AndrewDrozPalermo,TracyDrozTragos",,2016-03-07,91.0
The Lazarus Effect,16.0,23.0,PG-13,horror,DavidGelb,2015-02-27,2015-06-02,83.0
Der Samurai,100.0,52.0,NR,fantasy,TillKleinert,,2016-10-02,80.0
"Farewell, Herr Schwarz",91.0,50.0,NR,documentary,YaelReuveny,,2016-08-10,96.0
Time Lapse,78.0,64.0,NR,mysteryandthriller,BradleyKing,2015-05-15,2016-12-05,104.0
Wild Tales,94.0,92.0,R,drama,DamiánDavidSzifron,2015-02-20,2016-10-20,122.0
Red Army,92.0,85.0,PG,documentary,GabePolsky,2015-01-23,2016-11-30,85.0
GETT: The Trial Of Viviane Amsalem,100.0,81.0,NR,drama,"RonitElkabetz,ShlomiElkabetz",2015-02-15,2016-03-22,115.0
The DUFF,73.0,66.0,PG-13,romance,AriSandel,2015-02-20,2016-08-26,96.0
A Master Builder,82.0,57.0,NR,drama,JonathanDemme,,2017-03-17,127.0
Old Fashioned,18.0,84.0,PG-13,romance,RikSwartzwelder,2015-02-13,2016-06-09,115.0
Beyond The Reach,37.0,20.0,R,action,Jean-BaptisteLéonetti,2015-04-17,2015-12-06,91.0
Free The Nipple,18.0,31.0,NR,comedy,LinaEsco,2014-12-12,2016-12-05,79.0
The Sisterhood Of Night,80.0,65.0,PG-13,drama,CarynWaechter,2015-04-10,2016-08-10,82.0
Playing It Cool,14.0,33.0,R,drama,JustinReardon,2015-05-08,2019-06-20,94.0
Bravetown,25.0,47.0,R,drama,DanielDuran,,2015-05-08,110.0
The Confession,100.0,85.0,PG,mysteryandthriller,Costa-Gavras,,2014-11-15,140.0
Seventh Son,12.0,34.0,PG-13,fantasy,SergeyBodrov,2015-02-06,2016-08-16,102.0
Jupiter Ascending,27.0,38.0,PG-13,scifi,"LillyWachowski,LanaWachowski",2015-02-06,2016-06-28,127.0
American Sniper,72.0,84.0,R,biography,ClintEastwood,2015-01-16,2016-04-19,132.0
McFarland USA,81.0,88.0,PG,biography,NikiCaro,2015-02-20,2015-06-02,129.0
Cut Bank,37.0,29.0,R,mysteryandthriller,MattShakman,,2016-10-01,89.0
Minuscule: Valley Of The Lost Ants (Minuscule - La Vallée Des Fourmis Perdues),90.0,71.0,NR,adventure,"HélèneGiraud,ThomasSzabo",,2016-08-10,89.0
The SpongeBob Movie: Sponge Out Of Water,81.0,54.0,PG,adventure,"PaulTibbitt,MikeMitchell",2015-02-06,2016-04-28,92.0
The Loft,14.0,37.0,R,mysteryandthriller,ErikVanLooy,2015-01-30,2015-10-01,103.0
Gerontophilia,48.0,42.0,NR,romance,BruceLaBruce,,2016-08-10,90.0
Eastern Boys,89.0,76.0,NR,drama,RobinCampillo,,2017-03-17,128.0
Camp X-Ray,75.0,63.0,R,drama,PeterSattler,2014-10-17,2016-11-30,117.0
Ballet 422,87.0,62.0,PG,music,JodyLeeLipes,2015-02-06,2016-08-10,72.0
Monsters: Dark Continent,17.0,16.0,R,scifi,TomGreen,2015-04-17,2016-11-17,119.0
Know How,50.0,67.0,NR,drama,JuanCarlosPineiro-Escoriaza,,2017-03-06,106.0
Let Us Prey,83.0,43.0,NR,horror,BrianO'Malley,,2016-11-30,88.0
Spring,84.0,70.0,NR,mysteryandthriller,"JustinBenson,AaronMoorhead",2015-03-20,2016-11-22,109.0
Sword Of Vengeance,13.0,19.0,NR,adventure,JimWeedon,2015-03-20,2019-05-01,87.0
Killing Jesus,43.0,29.0,NR,history,ChristopherMenaul,,2015-12-06,90.0
Magician: The Astonishing Life And Work Of Orson Welles,73.0,,PG-13,documentary,ChuckWorkman,2014-12-10,2016-08-10,92.0
All Relative,10.0,90.0,NR,drama,J.C.Khoury,,2015-12-16,85.0
Da Sweet Blood Of Jesus,47.0,19.0,NR,mysteryandthriller,SpikeLee,2015-02-13,2016-08-10,123.0
My Life Directed By Nicolas Winding Refn,58.0,40.0,PG-13,documentary,LivCorfixen,2015-02-27,2016-08-10,58.0
Nightlight,14.0,12.0,R,horror,"ScottBeck,BryanWoods",2015-03-27,2015-11-21,84.0
The Taking Of Tiger Mountain,71.0,66.0,NR,adventure,HarkTsui,,2015-06-02,141.0
Dial A Prayer,71.0,39.0,PG-13,drama,MaggieKiley,2015-04-10,2016-12-05,98.0
See You In Valhalla,0.0,33.0,R,drama,JarretTarnol,2015-04-24,2016-12-05,90.0
Sagrada: The Mystery Of Creation,54.0,63.0,NR,documentary,StefanHaupt,,2017-09-06,89.0
Tip Top,53.0,22.0,NR,mysteryandthriller,SergeBozon,,2016-08-10,106.0
The Sleepwalker,43.0,26.0,NR,drama,MonaFastvold,2014-11-21,2017-04-07,91.0
3 Holes And A Smoking Gun,40.0,70.0,NR,drama,HilarionBanks,,2016-08-10,90.0
These Final Hours,84.0,64.0,NR,scifi,ZakHilditch,2015-03-06,2015-03-05,87.0
Mortdecai,12.0,30.0,R,action,DavidKoepp,2015-01-23,2016-06-28,106.0
Magical Universe,63.0,70.0,NR,documentary,JeremyWorkman,2014-10-31,2017-04-07,78.0
Hot Tub Time Machine 2,13.0,26.0,R,fantasy,StevePink,2015-02-20,2016-01-11,93.0
Beloved Sisters,72.0,40.0,NR,biography,DominikGraf,,2016-08-10,140.0
The Cobbler,10.0,36.0,PG-13,fantasy,TomMcCarthy,2015-03-13,2016-12-05,99.0
Zombeavers,69.0,31.0,R,horror,JordanRubin,2015-03-20,2016-12-05,77.0
All The Wilderness,60.0,42.0,NR,drama,MichaelJohnson,2015-02-20,2016-06-07,117.0
Two Men In Town,47.0,25.0,R,drama,RachidBouchareb,2015-03-06,2017-01-25,116.0
Champs,67.0,95.0,NR,biography,BertMarcus,2015-03-13,2016-12-05,85.0
Extraterrestrial,29.0,26.0,NR,scifi,ColinMinihan,,2017-03-31,101.0
Just Before I Go,10.0,59.0,R,drama,CourteneyCox,2015-04-24,2016-11-30,90.0
Before I Disappear,37.0,67.0,NR,drama,ShawnChristensen,2014-11-28,2015-11-05,99.0
The Blue Room (La Chambre Bleue),90.0,51.0,R,mysteryandthriller,MathieuAmalric,2014-10-03,2017-04-02,75.0
Leviathan,98.0,80.0,R,drama,AndreyZvyagintsev,2014-12-25,2016-11-08,142.0
Girlhood,96.0,72.0,NR,drama,CélineSciamma,,2016-07-25,112.0
The Living,50.0,35.0,R,mysteryandthriller,JackBryan,2015-04-03,2015-05-20,90.0
Last Hijack,94.0,57.0,NR,documentary,"TommyPallotta,FemkeWolting",,2016-08-10,85.0
Blackhat,32.0,24.0,R,action,MichaelMann,2015-01-16,2016-05-17,134.0
Still Alice,85.0,85.0,PG-13,drama,"RichardGlatzer,WashWestmoreland",2015-01-16,2016-11-08,97.0
Maya The Bee Movie,47.0,45.0,G,adventure,"AlexsStadermann,SimonPickard",2015-05-01,2016-11-30,79.0
[REC] 4: Apocalypse,68.0,34.0,R,horror,JaumeBalagueró,2015-01-02,2015-11-05,92.0
The Immortalists,67.0,69.0,NR,drama,"DavidAlvarado,JasonSussberg",,2016-08-10,78.0
Lovesick,29.0,21.0,NR,romance,LukeMatheny,2015-02-06,2016-11-30,84.0
Strange Magic,16.0,52.0,PG,animation,GaryRydstrom,2015-01-23,2016-10-07,99.0
Tracers,24.0,37.0,PG-13,action,DanielBenmayor,2015-03-20,2016-11-02,94.0
Cymbeline,31.0,14.0,R,drama,MichaelAlmereyda,2015-03-13,2015-11-20,85.0
Bananas!,86.0,44.0,NR,crime,FredrikGertten,,2016-08-10,87.0
Days Of Grace,65.0,62.0,NR,mysteryandthriller,EverardoGout,2015-05-01,2016-10-01,133.0
The Pyramid,14.0,21.0,R,horror,GrégoryLevasseur,2014-12-05,2016-10-01,88.0
A Few Best Men,15.0,36.0,NR,drama,StephanElliott,,2015-10-01,97.0
Fifty Shades Of Grey,25.0,41.0,R,drama,SamTaylor-Johnson,2015-02-13,2016-01-05,125.0
Lost River,31.0,38.0,R,fantasy,RyanGosling,2015-04-10,2015-12-15,105.0
The Girl Is In Trouble,57.0,40.0,NR,mysteryandthriller,JuliusOnah,2015-04-03,2016-08-10,94.0
Inherent Vice,74.0,52.0,R,mysteryandthriller,PaulThomasAnderson,2015-01-09,2016-06-28,148.0
La Religieuse (The Nun),64.0,59.0,NR,drama,GuillaumeNicloux,,2016-08-10,111.0
"Love, Rosie",32.0,63.0,R,romance,ChristianDitter,2015-02-06,2016-03-01,102.0
Black Sea,80.0,59.0,R,adventure,KevinMacdonald,2015-01-23,2016-01-05,115.0
The Boy Next Door,12.0,33.0,R,mysteryandthriller,RobCohen,2015-01-23,2016-01-26,90.0
Last Days In Vietnam,95.0,84.0,NR,history,RoryKennedy,2014-09-05,2016-11-25,98.0
Concerning Violence,90.0,71.0,NR,drama,GöranOlsson,,2016-08-10,78.0
Mr. Turner,97.0,56.0,R,drama,MikeLeigh,2014-12-19,2016-11-08,149.0
The Wedding Ringer,29.0,63.0,R,comedy,JeremyGarelick,2015-01-16,2016-11-08,101.0
Murder Of A Cat,27.0,29.0,NR,mysteryandthriller,GillianGreene,,2016-11-18,96.0
Winter Sleep,87.0,83.0,NR,drama,NuriBilgeCeylan,2014-12-19,2016-08-10,196.0
Spare Parts,56.0,82.0,PG-13,drama,SeanMcNamara,2015-01-16,2016-02-19,113.0
Selma,99.0,86.0,PG-13,history,AvaDuVernay,2015-01-09,2016-05-24,128.0
Black Or White,38.0,65.0,PG-13,drama,MikeBinder,2015-01-30,2015-04-27,121.0
Miss Julie,52.0,25.0,PG-13,drama,LivUllmann,,2015-12-19,129.0
Brush With Danger,20.0,43.0,NR,action,LiviZheng,,2016-08-10,90.0
Amira & Sam,77.0,69.0,NR,drama,SeanMullin,,2016-02-07,88.0
The Last 5 Years,60.0,57.0,PG-13,musical,RichardLaGravenese,2015-02-13,2016-08-10,94.0
My Mistress,33.0,37.0,NR,drama,StephenLance,,2016-08-10,104.0
The Seven Five,83.0,85.0,R,biography,TillerRussell,2015-05-08,2016-11-30,102.0
Against The Sun,70.0,50.0,PG,history,BrianFalk,2015-01-23,2016-11-18,100.0
Ghoul,25.0,24.0,NR,horror,PetrJákl,2015-03-20,2015-06-23,89.0
Infini,31.0,34.0,R,scifi,ShaneAbbess,2015-05-08,2015-05-07,110.0
Bedlam,89.0,52.0,NR,horror,MarkRobson,1946-05-10,2012-10-09,79.0
Accidental Love,9.0,15.0,PG-13,comedy,DavidO.Russell,2015-03-20,2016-11-30,100.0
Penumbra,50.0,26.0,NR,horror,"AdriánGarcíaBogliano,RamiroGarcíaBogliano",2012-04-20,2015-12-05,85.0
Enter The Dangerous Mind,23.0,29.0,NR,mysteryandthriller,"YoussefDelara,VictorTeran",2015-02-06,2016-08-10,88.0
Northern Borders,40.0,50.0,NR,drama,JayCraven,,2015-06-22,108.0
The Devil's Violinist,31.0,44.0,R,biography,BernardRose,2015-01-30,2017-04-04,122.0
Antarctica: A Year On Ice,87.0,81.0,PG,documentary,AnthonyPowell,2014-11-28,2016-06-15,91.0
Little Accidents,54.0,29.0,NR,drama,SaraColangelo,2015-01-16,2016-08-09,105.0
50 To 1,29.0,70.0,PG-13,drama,JimWilson,2014-03-21,2016-06-16,110.0
Paddington,98.0,80.0,PG,adventure,PaulKing,2015-01-16,2016-11-30,95.0
Life Inside Out,67.0,86.0,NR,drama,JillD'Agnenica,,2017-09-14,103.0
Avenged,88.0,37.0,NR,horror,MichaelS.Ojeda,,2017-03-27,91.0
Living Is Easy With Eyes Closed,94.0,77.0,NR,drama,DavidTrueba,,2016-08-10,108.0
God Help The Girl,67.0,59.0,NR,drama,StuartMurdoch,2014-09-05,2016-08-10,111.0
A Girl Walks Home Alone At Night,96.0,75.0,NR,horror,AnaLilyAmirpour,2014-11-21,2016-08-10,105.0
Taken 3,13.0,44.0,PG-13,action,OlivierMegaton,2015-01-09,2016-10-01,109.0
Affluenza,20.0,22.0,NR,drama,KevinAsch,2014-07-11,2016-08-10,84.0
Manny,25.0,65.0,PG-13,documentary,"RyanMoore,LeonGast",,2016-08-22,88.0
Supremacy,27.0,84.0,NR,drama,DeonTaylor,,2015-01-29,106.0
Mommy,88.0,89.0,R,drama,XavierDolan,2015-01-23,2015-12-06,139.0
Butterfly Girl,100.0,93.0,NR,documentary,CaryBell,,2016-02-12,78.0
Everly,30.0,29.0,R,action,JoeLynch,2015-02-27,2016-08-10,92.0
Boy Meets Girl,88.0,80.0,NR,drama,EricSchaeffer,,2016-05-26,95.0
The Gambler,43.0,31.0,R,crime,RupertWyatt,2015-01-01,2016-05-24,111.0
Hit By Lightning,11.0,19.0,NR,comedy,RickyBlitt,2014-10-31,2016-12-30,89.0
Cake,48.0,44.0,R,drama,DanielBarnz,2015-01-23,2015-11-19,102.0
"Like Sunday, Like Rain",50.0,65.0,R,drama,FrankWhaley,2015-03-06,2015-03-06,104.0
The Duke Of Burgundy,94.0,65.0,NR,drama,PeterStrickland,2015-01-23,2017-03-31,106.0
Always Woodstock,7.0,12.0,NR,romance,RitaMerson,,2017-02-14,90.0
The Walking Deceased,0.0,26.0,R,horror,ScottDow,2015-03-20,2016-03-22,88.0
The Barber,20.0,26.0,R,mysteryandthriller,BaselOwies,,2016-12-05,95.0
Walter,54.0,49.0,NR,drama,AnnaMastro,,2015-03-16,94.0
Odd Man Out,100.0,86.0,NR,mysteryandthriller,CarolReed,,2017-05-23,115.0
Big Eyes,72.0,68.0,PG-13,biography,TimBurton,2014-12-25,2016-10-29,106.0
Floored,60.0,73.0,NR,documentary,JamesAllenSmith,,2016-09-05,78.0
The Woman In Black 2 Angel Of Death,23.0,24.0,PG-13,horror,TomHarper,2015-01-02,2015-03-31,98.0
The Immigrant,85.0,60.0,R,history,JamesGray,2014-05-16,2016-12-05,117.0
Maps To The Stars,61.0,44.0,R,drama,DavidCronenberg,2015-02-27,2015-12-09,112.0
Wild Card,32.0,29.0,R,action,SimonWest,2015-01-30,2016-05-22,92.0
Interstellar,72.0,86.0,PG-13,scifi,ChristopherNolan,2014-11-07,2016-05-24,165.0
Salvation Army,75.0,41.0,NR,drama,AbdellahTaia,,2016-06-09,82.0
Island Of Lemurs: Madagascar,81.0,65.0,G,documentary,DavidDouglas,2014-04-04,2016-06-29,40.0
The Voices,74.0,57.0,R,horror,MarjaneSatrapi,2015-02-06,2015-11-21,103.0
The Babadook,98.0,72.0,NR,horror,JenniferKent,2014-11-28,2015-11-05,93.0
The Imitation Game,89.0,91.0,PG-13,biography,MortenTyldum,2014-12-25,2016-11-30,113.0
"If You Don't, I Will",72.0,36.0,NR,comedy,SophieFillieres,,2016-08-10,102.0
Happy Valley,89.0,70.0,NR,documentary,AmirBar-Lev,2014-11-19,2016-08-10,98.0
Killers,73.0,65.0,NR,action,"KimoStamboel,TimoTjahjanto",2015-01-23,2015-01-22,137.0
A Most Violent Year,89.0,69.0,R,crime,J.C.Chandor,2014-12-31,2016-08-09,124.0
John Doe: Vigilante,40.0,46.0,R,crime,KellyDolen,,2016-11-30,93.0
Romeo And Juliet (Broadway Hd),71.0,,NR,drama,"DonRoyKing,DavidLeveaux",,,135.0
You're Not You,48.0,70.0,R,drama,GeorgeC.Wolfe,,2019-06-21,102.0
Beside Still Waters,62.0,72.0,NR,drama,ChrisLowell,,2016-08-10,76.0
Preservation,58.0,23.0,NR,horror,ChristopherDenham,2015-01-09,2015-11-05,90.0
Home Sweet Hell,5.0,26.0,R,mysteryandthriller,AnthonyBurns,2015-03-13,2016-01-01,98.0
Adieu Au Langage (Goodbye To Language),88.0,47.0,NR,drama,Jean-LucGodard,,2017-02-08,70.0
Monk With A Camera,82.0,67.0,NR,documentary,"TinaMascara,GuidoSanti",2014-11-21,2017-02-11,90.0
Pelican Dreams,92.0,81.0,NR,documentary,JudyIrving,,2016-03-22,80.0
Love Hunter,83.0,90.0,NR,drama,"Branislav'Brane'Bala,NemanjaBala",,2017-03-10,86.0
Mad As Hell,27.0,84.0,NR,biography,AndrewNapier,,2016-08-10,82.0
Kidnapping Mr. Heineken,19.0,24.0,R,crime,DanielAlfredson,2015-03-06,2016-04-22,95.0
Batman Vs. Robin,100.0,78.0,PG-13,adventure,JayOliva,,2015-04-06,79.0
The Big Day (Jour De Fete),100.0,83.0,NR,comedy,JacquesTati,,2017-03-11,80.0
La Peau Douce (The Soft Skin),89.0,86.0,NR,romance,FrançoisTruffaut,,2016-11-20,110.0
Ride The Pink Horse,100.0,85.0,NR,crime,RobertMontgomery,,2016-12-05,101.0
The Strange Affair Of Uncle Harry (Guilty Of Murder?),80.0,65.0,NR,mysteryandthriller,RobertSiodmak,,2015-10-01,80.0
The Hobbit: The Battle Of The Five Armies,59.0,74.0,PG-13,fantasy,PeterJackson,2014-12-17,2015-10-20,144.0
Annie,28.0,59.0,PG,kidsandfamily,WillGluck,2014-12-19,2015-12-10,118.0
Penguins Of Madagascar,73.0,63.0,PG,adventure,"EricDarnell,SimonJ.Smith",2014-11-26,2015-11-25,92.0
Night At The Museum: Secret Of The Tomb,47.0,57.0,PG,fantasy,ShawnLevy,2014-12-19,2016-09-01,97.0
Exodus: Gods And Kings,30.0,35.0,PG-13,adventure,RidleyScott,2014-12-12,2016-01-04,150.0
Into The Woods,71.0,49.0,PG,fantasy,RobMarshall,2014-12-25,2015-11-05,124.0
Song One,33.0,29.0,PG-13,musical,KateBarker-Froyland,2015-01-23,2016-11-30,88.0
Unbroken,50.0,70.0,PG-13,biography,AngelinaJolie,2014-12-25,2015-11-13,137.0
R100,71.0,50.0,NR,drama,HitoshiMatsumoto,2015-01-23,2016-08-10,100.0
Wild,88.0,75.0,R,biography,Jean-MarcVallée,2014-12-03,2016-01-04,115.0
Low Down,50.0,50.0,R,drama,JeffPreiss,2014-10-24,2016-08-10,118.0
Listen Up Philip,82.0,54.0,NR,drama,AlexRossPerry,2014-10-17,2016-08-10,109.0
Three Night Stand,60.0,30.0,NR,romance,PatKiely,2015-01-16,2016-08-10,86.0
The Circle,100.0,78.0,NR,drama,StefanHaupt,,2016-08-10,102.0
The Way He Looks,93.0,89.0,NR,drama,DanielRibeiro,2014-11-07,2016-08-10,95.0
The Decent One,70.0,44.0,NR,history,VanessaLapa,,2016-08-10,94.0
Song Of The Sea,99.0,92.0,PG,fantasy,TommMoore,,2015-03-16,94.0
The Rewrite,66.0,42.0,NR,romance,MarcLawrence,2015-02-13,2016-11-05,107.0
Spanish Lake,80.0,67.0,NR,documentary,PhillipAndrewMorton,,2016-08-10,78.0
Son Of A Gun,62.0,63.0,R,mysteryandthriller,JuliusAvery,,2016-08-10,108.0
Digging Up The Marrow,60.0,41.0,NR,horror,AdamGreen,2015-02-20,2017-02-13,88.0
Outcast,5.0,22.0,NR,action,NickPowell,,2015-02-05,98.0
3 Nights In The Desert,40.0,65.0,R,drama,GabrielCowan,,2015-02-20,90.0
Meet The Mormons,18.0,89.0,PG,documentary,BlairTreu,2014-10-10,2017-05-22,78.0
Top Five,85.0,64.0,R,comedy,ChrisRock,2014-12-12,2016-07-28,101.0
Muck,0.0,15.0,NR,horror,SteveWolsh,2015-03-13,2017-02-04,90.0
Out Of The Dark,24.0,22.0,R,horror,LluísQuílez,2015-02-27,2017-01-07,92.0
Big Muddy,57.0,17.0,R,drama,JeffersonMoneo,2015-01-23,2015-02-08,104.0
Foxcatcher,87.0,66.0,R,crime,BennettMiller,2014-11-14,2016-09-08,134.0
The Hunger Games: Mockingjay - Part 1,69.0,71.0,PG-13,scifi,FrancisLawrence,2014-11-21,2016-08-26,123.0
Private Peaceful,63.0,57.0,NR,drama,PatO'Connor,,2017-01-07,100.0
The Better Angels,45.0,43.0,PG,biography,A.J.Edwards,2014-11-07,2016-08-10,95.0
Ilya And Emilia Kabakov: Enter Here,78.0,,NR,biography,AmeiWallach,,2016-08-10,103.0
Pioneer,55.0,33.0,R,mysteryandthriller,ErikSkjoldbjærg,2014-12-05,2015-11-05,106.0
The Liberator,38.0,65.0,R,biography,AlbertoArveloMendoza,2014-10-03,2015-03-09,119.0
The Last Of Robin Hood,27.0,23.0,R,biography,"RichardGlatzer,WashWestmoreland",2014-08-29,2015-10-01,92.0
Web Junkie,71.0,50.0,NR,biography,"HillaMedalia,ShoshShlam",,2015-11-05,74.0
Algorithms,77.0,57.0,NR,documentary,"IanMcDonald,GeethaJ",,2017-03-07,100.0
Beyond The Lights,84.0,75.0,PG-13,drama,GinaPrince-Bythewood,2014-11-14,2016-05-22,116.0
Watchers Of The Sky,86.0,76.0,NR,documentary,EdetBelzberg,2014-10-17,2016-04-01,120.0
Life Of Riley,76.0,44.0,NR,comedy,AlainResnais,,2017-01-31,108.0
Farmland,38.0,84.0,NR,documentary,JamesMoll,,2017-05-02,77.0
Life Partners,67.0,46.0,R,romance,SusannaFogel,2014-12-05,2016-12-05,93.0
Loitering With Intent,33.0,26.0,NR,drama,AdamRapp,2015-01-16,2015-11-05,75.0
WolfCop,65.0,46.0,NR,horror,LowellDean,,2017-02-09,79.0
The Captive,30.0,36.0,R,mysteryandthriller,AtomEgoyan,2014-12-12,2016-01-29,112.0
Beyond Clueless,79.0,42.0,NR,drama,CharlieLyne,,2017-03-01,89.0
Come Back To Me,17.0,36.0,R,horror,PaulLeyden,2014-07-25,2016-12-05,96.0
Innocence,19.0,33.0,PG-13,horror,HilaryBrougher,2014-08-29,2016-11-30,96.0
Believe Me,40.0,61.0,PG-13,drama,WillBakke,2014-09-26,2016-05-22,94.0
The White Haired Witch Of Lunar Kingdom,13.0,22.0,NR,fantasy,"ChiLeung""Jacob""Cheung",,2015-03-08,104.0
The Humbling,52.0,28.0,R,drama,BarryLevinson,2015-01-23,2017-05-22,113.0
Late Phases,63.0,44.0,NR,horror,AdriánGarcíaBogliano,,2016-11-01,95.0
This Ain't No Mouse Music!,71.0,75.0,NR,documentary,"ChrisSimon,MaureenGosling",,2016-08-10,92.0
Let's Kill Ward's Wife,17.0,29.0,NR,comedy,ScottFoley,,2014-12-22,92.0
Black November,23.0,38.0,NR,action,JetaAmata,2015-01-09,2019-06-20,96.0
Outside Bet,0.0,29.0,NR,comedy,SachaBennett,,2016-08-10,101.0
St. Vincent,77.0,78.0,PG-13,drama,TheodoreMelfi,2014-10-24,2016-11-30,103.0
Kink,88.0,52.0,NR,documentary,ChristinaVoros,,2016-09-01,80.0
Horrible Bosses 2,34.0,47.0,R,comedy,SeanAnders,2014-11-26,2015-12-12,108.0
The Interview,52.0,48.0,R,adventure,"SethRogen,EvanGoldberg",2015-01-02,2015-03-03,111.0
Terms And Conditions May Apply,83.0,72.0,NR,documentary,CullenHoback,2013-07-12,2016-08-10,79.0
Dumb And Dumber To,30.0,35.0,PG-13,comedy,"PeterFarrelly,RobertFarrelly",2014-11-14,2016-01-26,109.0
The Borderlands,81.0,46.0,NR,horror,ElliotGoldner,,2015-02-09,89.0
Jake Squared,22.0,37.0,R,drama,HowardGoldberg,2014-08-15,2016-08-10,100.0
The Theory Of Everything,80.0,84.0,PG-13,biography,JamesMarsh,2014-11-07,2015-12-09,123.0
Whiplash,94.0,94.0,R,music,DamienChazelle,2014-10-10,2016-09-08,106.0
Life Itself,98.0,88.0,R,documentary,SteveJames,2014-07-04,2016-05-22,120.0
Laggies,65.0,50.0,R,drama,LynnShelton,2014-10-24,2016-08-15,100.0
Birdman,91.0,77.0,R,comedy,AlejandroGonzálezIñárritu,2015-01-16,2016-08-01,119.0
The Tale Of The Princess Kaguya,100.0,90.0,PG,fantasy,IsaoTakahata,2014-10-17,2019-12-14,137.0
Predestination,84.0,75.0,R,scifi,"MichaelSpierig,PeterSpierig",2015-01-09,2016-01-02,97.0
Cyber-Seniors,80.0,58.0,NR,documentary,SaffronCassaday,,2017-01-03,75.0
Point And Shoot,72.0,71.0,NR,documentary,MarshallCurry,2014-10-31,2016-03-07,55.0
The Homesman,81.0,52.0,R,drama,TommyLeeJones,2014-11-14,2015-02-02,122.0
Force Majeure,94.0,76.0,R,drama,RubenÖstlund,2014-10-24,2015-11-05,120.0
Cantinflas,45.0,67.0,PG,biography,SebastiandelAmo,2014-08-29,2016-08-16,103.0
The Song,31.0,82.0,PG-13,drama,RichardRamsey,2014-09-26,2016-01-01,117.0
V/H/S: Viral,34.0,13.0,R,horror,"JustinBenson,GreggBishop,ToddLincoln,AaronMoorhead,MarcelSarmiento,NachoVigalondo",2014-11-21,2016-08-10,82.0
Animal,43.0,33.0,NR,horror,BrettSimmons,,2015-08-15,86.0
No Tears For The Dead,33.0,54.0,NR,action,LeeJeong-beom,2014-06-20,2017-03-27,116.0
The World Made Straight,62.0,46.0,R,drama,DavidBurris,2015-01-09,2015-11-05,119.0
